country_region_code,country_region,sub_region_1,iso_3166_2_code,date,retail,grocery,parks,transit,work,home
IT,Italy,,,2/15/20,3,-1,35,9,0,-1
IT,Italy,,,2/16/20,3,2,26,11,1,-2
IT,Italy,,,2/17/20,0,1,7,3,1,0
IT,Italy,,,2/18/20,3,1,16,4,1,0
IT,Italy,,,2/19/20,0,-1,11,3,1,0
IT,Italy,,,2/20/20,2,1,18,5,1,0
IT,Italy,,,2/21/20,1,1,19,5,0,-1
IT,Italy,,,2/22/20,-1,3,30,8,0,-1
IT,Italy,,,2/23/20,-5,16,23,6,1,0
IT,Italy,,,2/24/20,-4,23,22,-15,-14,4
IT,Italy,,,2/25/20,-6,5,20,-18,-15,5
IT,Italy,,,2/26/20,-13,-5,-6,-23,-12,6
IT,Italy,,,2/27/20,-10,-3,-1,-22,-12,6
IT,Italy,,,2/28/20,-8,-2,11,-20,-12,5
IT,Italy,,,2/29/20,-10,-2,2,-16,-9,3
IT,Italy,,,3/1/20,-19,-5,-30,-26,-5,4
IT,Italy,,,3/2/20,-13,-7,-26,-25,-9,5
IT,Italy,,,3/3/20,-7,-1,-9,-21,-8,4
IT,Italy,,,3/4/20,-7,1,8,-19,-8,4
IT,Italy,,,3/5/20,-12,0,-12,-28,-16,7
IT,Italy,,,3/6/20,-15,0,-8,-29,-17,8
IT,Italy,,,3/7/20,-19,1,2,-24,-15,6
IT,Italy,,,3/8/20,-32,3,1,-27,-10,6
IT,Italy,,,3/9/20,-30,-1,-24,-42,-24,11
IT,Italy,,,3/10/20,-43,-2,-32,-51,-31,16
IT,Italy,,,3/11/20,-52,-14,-32,-57,-37,19
IT,Italy,,,3/12/20,-70,-23,-61,-67,-47,24
IT,Italy,,,3/13/20,-75,-28,-64,-71,-53,28
IT,Italy,,,3/14/20,-83,-43,-78,-76,-58,25
IT,Italy,,,3/15/20,-90,-60,-81,-80,-55,22
IT,Italy,,,3/16/20,-75,-37,-67,-74,-58,27
IT,Italy,,,3/17/20,-77,-41,-68,-76,-61,29
IT,Italy,,,3/18/20,-79,-43,-71,-77,-61,30
IT,Italy,,,3/19/20,-79,-44,-74,-78,-63,31
IT,Italy,,,3/20/20,-80,-40,-77,-78,-63,32
IT,Italy,,,3/21/20,-86,-51,-85,-80,-63,26
IT,Italy,,,3/22/20,-95,-85,-91,-87,-63,24
IT,Italy,,,3/23/20,-80,-45,-81,-81,-68,32
IT,Italy,,,3/24/20,-81,-48,-80,-81,-69,32
IT,Italy,,,3/25/20,-83,-51,-82,-82,-70,34
IT,Italy,,,3/26/20,-84,-52,-84,-83,-72,35
IT,Italy,,,3/27/20,-83,-46,-82,-82,-71,36
IT,Italy,,,3/28/20,-87,-54,-86,-82,-65,27
IT,Italy,,,3/29/20,-94,-85,-90,-87,-63,24
IT,Italy,,,3/30/20,-81,-47,-79,-81,-69,32
IT,Italy,,,3/31/20,-90,-42,-78,-79,-70,33
IT,Italy,,,4/1/20,-90,-41,-77,-79,-70,33
IT,Italy,,,4/2/20,-90,-40,-77,-79,-70,34
IT,Italy,,,4/3/20,-85,-37,-78,-79,-69,35
IT,Italy,,,4/4/20,-89,-48,-84,-80,-63,27
IT,Italy,,,4/5/20,-95,-82,-90,-86,-62,24
IT,Italy,,,4/6/20,-83,-39,-76,-78,-66,31
IT,Italy,,,4/7/20,-81,-38,-75,-78,-67,31
IT,Italy,,,4/8/20,-82,-37,-76,-78,-67,31
IT,Italy,,,4/9/20,-81,-32,-76,-78,-67,32
IT,Italy,,,4/10/20,-81,-27,-76,-77,-68,33
IT,Italy,,,4/11/20,-86,-42,-83,-78,-62,26
IT,Italy,,,4/12/20,-96,-94,-91,-88,-66,25
IT,Italy,,,4/13/20,-96,-93,-86,-91,-90,40
IT,Italy,,,4/14/20,-81,-41,-76,-77,-65,30
IT,Italy,,,4/15/20,-80,-38,-75,-76,-64,30
IT,Italy,,,4/16/20,-79,-37,-75,-76,-63,31
IT,Italy,,,4/17/20,-79,-34,-75,-76,-63,32
IT,Italy,,,4/18/20,-85,-48,-82,-77,-58,25
IT,Italy,,,4/19/20,-94,-82,-88,-84,-58,23
IT,Italy,,,4/20/20,-79,-48,-79,-79,-61,29
IT,Italy,,,4/21/20,-79,-45,-76,-77,-61,29
IT,Italy,,,4/22/20,-79,-45,-75,-76,-61,30
IT,Italy,,,4/23/20,-78,-40,-73,-75,-60,30
IT,Italy,,,4/24/20,-75,-27,-71,-73,-60,29
IT,Italy,,,4/25/20,-93,-86,-83,-83,-72,28
IT,Italy,,,4/26/20,-92,-74,-85,-81,-54,22
IT,Italy,,,4/27/20,-72,-34,-68,-72,-57,26
IT,Italy,,,4/28/20,-75,-39,-71,-74,-58,26
IT,Italy,,,4/29/20,-75,-36,-68,-72,-57,27
IT,Italy,,,4/30/20,-71,-23,-67,-71,-57,26
IT,Italy,,,5/1/20,-92,-90,-74,-86,-86,41
IT,Italy,,,5/2/20,-78,-37,-71,-70,-52,23
IT,Italy,,,5/3/20,-89,-71,-75,-76,-46,21
IT,Italy,,,5/4/20,-58,-25,-30,-57,-45,18
IT,Italy,,,5/5/20,-60,-27,-31,-58,-46,19
IT,Italy,,,5/6/20,-61,-28,-32,-58,-46,20
IT,Italy,,,5/7/20,-60,-27,-28,-58,-45,20
IT,Italy,,,5/8/20,-60,-23,-29,-58,-45,21
IT,Italy,,,5/9/20,-63,-28,-31,-52,-39,15
IT,Italy,,,5/10/20,-74,-61,-43,-57,-28,13
IT,Italy,,,5/11/20,-58,-31,-45,-61,-43,19
IT,Italy,,,5/12/20,-56,-24,-27,-56,-42,19
IT,Italy,,,5/13/20,-59,-27,-39,-59,-42,19
IT,Italy,,,5/14/20,-56,-24,-28,-56,-42,18
IT,Italy,,,5/15/20,-58,-22,-34,-58,-42,20
IT,Italy,,,5/16/20,-61,-26,-37,-53,-34,15
IT,Italy,,,5/17/20,-68,-56,-24,-52,-21,12
IT,Italy,,,5/18/20,-38,-19,-11,-48,-36,14
IT,Italy,,,5/19/20,-40,-18,-22,-50,-37,15
IT,Italy,,,5/20/20,-40,-18,-13,-48,-37,15
IT,Italy,,,5/21/20,-37,-15,0,-46,-37,15
IT,Italy,,,5/22/20,-38,-13,4,-46,-36,14
IT,Italy,,,5/23/20,-38,-17,11,-35,-24,8
IT,Italy,,,5/24/20,-43,-38,13,-35,-9,5
IT,Italy,,,5/25/20,-32,-17,4,-45,-34,12
IT,Italy,,,5/26/20,-32,-14,6,-44,-34,12
IT,Italy,,,5/27/20,-32,-13,8,-43,-33,12
IT,Italy,,,5/28/20,-32,-12,5,-43,-33,13
IT,Italy,,,5/29/20,-35,-11,-6,-45,-34,13
IT,Italy,,,5/30/20,-34,-13,7,-32,-20,7
IT,Italy,,,5/31/20,-37,-31,15,-32,-2,5
IT,Italy,,,6/1/20,-15,4,53,-37,-44,11
IT,Italy,,,6/2/20,-32,-44,119,-46,-72,16
IT,Italy,,,6/3/20,-29,-7,6,-37,-31,10
IT,Italy,,,6/4/20,-33,-11,-24,-44,-33,12
IT,Italy,,,6/5/20,-28,-10,1,-40,-32,11
IT,Italy,,,6/6/20,-25,-12,31,-25,-17,4
IT,Italy,,,6/7/20,-34,-28,-4,-36,-3,4
IT,Italy,,,6/8/20,-25,-14,-7,-42,-31,10
IT,Italy,,,6/9/20,-21,-11,9,-38,-30,9
IT,Italy,,,6/10/20,-23,-11,2,-39,-30,10
IT,Italy,,,6/11/20,-21,-8,3,-39,-30,9
IT,Italy,,,6/12/20,-19,-8,35,-34,-30,7
IT,Italy,,,6/13/20,-24,-14,29,-26,-15,2
IT,Italy,,,6/14/20,-23,-21,30,-23,4,0
IT,Italy,,,6/15/20,-18,-11,19,-36,-28,7
IT,Italy,,,6/16/20,-16,-8,27,-34,-28,8
IT,Italy,,,6/17/20,-17,-9,24,-34,-28,8
IT,Italy,,,6/18/20,-15,-9,36,-33,-28,7
IT,Italy,,,6/19/20,-16,-8,41,-31,-28,6
IT,Italy,,,6/20/20,-17,-12,64,-16,-12,-1
IT,Italy,,,6/21/20,-22,-21,47,-16,6,-3
IT,Italy,,,6/22/20,-13,-9,46,-31,-29,5
IT,Italy,,,6/23/20,-11,-7,59,-29,-28,5
IT,Italy,,,6/24/20,-12,-8,60,-30,-28,5
IT,Italy,,,6/25/20,-13,-6,51,-29,-27,5
IT,Italy,,,6/26/20,-14,-6,60,-27,-28,4
IT,Italy,,,6/27/20,-18,-12,71,-15,-14,-2
IT,Italy,,,6/28/20,-22,-21,53,-14,8,-5
IT,Italy,,,6/29/20,-10,-8,62,-31,-29,4
IT,Italy,,,6/30/20,-8,-6,60,-29,-26,4
IT,Italy,,,7/1/20,-9,-5,55,-28,-26,4
IT,Italy,,,7/2/20,-10,-6,55,-28,-26,4
IT,Italy,,,7/3/20,-14,-7,47,-29,-27,4
IT,Italy,,,7/4/20,-15,-11,65,-15,-14,-2
IT,Italy,,,7/5/20,-18,-17,56,-12,7,-6
IT,Italy,,,7/6/20,-8,-6,70,-27,-27,3
IT,Italy,,,7/7/20,-5,-3,77,-26,-27,3
IT,Italy,,,7/8/20,-8,-7,78,-26,-25,3
IT,Italy,,,7/9/20,-8,-6,74,-26,-26,3
IT,Italy,,,7/10/20,-10,-6,77,-25,-27,2
IT,Italy,,,7/11/20,-16,-13,69,-15,-13,-2
IT,Italy,,,7/12/20,-16,-16,63,-9,9,-6
IT,Italy,,,7/13/20,-6,-5,79,-25,-26,2
IT,Italy,,,7/14/20,-4,-4,87,-25,-26,2
IT,Italy,,,7/15/20,-6,-6,75,-27,-25,3
IT,Italy,,,7/16/20,-5,-5,79,-25,-25,2
IT,Italy,,,7/17/20,-9,-5,73,-25,-26,3
IT,Italy,,,7/18/20,-12,-10,84,-10,-12,-3
IT,Italy,,,7/19/20,-14,-15,70,-6,11,-7
IT,Italy,,,7/20/20,-5,-5,95,-25,-26,2
IT,Italy,,,7/21/20,-3,-5,101,-25,-26,2
IT,Italy,Emilia-Romagna,IT-45,2/15/20,5,4,25,7,1,-2
IT,Italy,Emilia-Romagna,IT-45,2/16/20,1,6,39,5,0,-2
IT,Italy,Emilia-Romagna,IT-45,2/17/20,1,2,14,5,4,-1
IT,Italy,Emilia-Romagna,IT-45,2/18/20,1,1,6,2,1,0
IT,Italy,Emilia-Romagna,IT-45,2/19/20,1,0,12,2,1,0
IT,Italy,Emilia-Romagna,IT-45,2/20/20,2,0,19,5,1,-1
IT,Italy,Emilia-Romagna,IT-45,2/21/20,1,2,11,4,0,0
IT,Italy,Emilia-Romagna,IT-45,2/22/20,2,10,22,8,1,0
IT,Italy,Emilia-Romagna,IT-45,2/23/20,-7,25,29,-3,0,0
IT,Italy,Emilia-Romagna,IT-45,2/24/20,-7,33,25,-18,-13,6
IT,Italy,Emilia-Romagna,IT-45,2/25/20,-11,1,24,-23,-15,7
IT,Italy,Emilia-Romagna,IT-45,2/26/20,-18,-9,-16,-31,-15,8
IT,Italy,Emilia-Romagna,IT-45,2/27/20,-12,-6,3,-29,-15,7
IT,Italy,Emilia-Romagna,IT-45,2/28/20,-11,-5,12,-28,-15,7
IT,Italy,Emilia-Romagna,IT-45,2/29/20,-13,1,4,-23,-16,5
IT,Italy,Emilia-Romagna,IT-45,3/1/20,-26,-5,-39,-38,-8,6
IT,Italy,Emilia-Romagna,IT-45,3/2/20,-14,-6,-25,-31,-10,6
IT,Italy,Emilia-Romagna,IT-45,3/3/20,-12,-6,-20,-31,-13,7
IT,Italy,Emilia-Romagna,IT-45,3/4/20,-13,-4,-6,-30,-13,7
IT,Italy,Emilia-Romagna,IT-45,3/5/20,-16,-5,-13,-32,-14,8
IT,Italy,Emilia-Romagna,IT-45,3/6/20,-17,-1,-9,-34,-15,8
IT,Italy,Emilia-Romagna,IT-45,3/7/20,-22,5,-8,-31,-18,8
IT,Italy,Emilia-Romagna,IT-45,3/8/20,-37,7,26,-33,-13,7
IT,Italy,Emilia-Romagna,IT-45,3/9/20,-34,-4,-21,-45,-20,12
IT,Italy,Emilia-Romagna,IT-45,3/10/20,-44,-5,-23,-50,-27,16
IT,Italy,Emilia-Romagna,IT-45,3/11/20,-50,-11,-20,-54,-32,18
IT,Italy,Emilia-Romagna,IT-45,3/12/20,-68,-17,-51,-63,-40,23
IT,Italy,Emilia-Romagna,IT-45,3/13/20,-73,-18,-61,-68,-46,27
IT,Italy,Emilia-Romagna,IT-45,3/14/20,-84,-37,-78,-76,-57,26
IT,Italy,Emilia-Romagna,IT-45,3/15/20,-90,-56,-72,-80,-53,22
IT,Italy,Emilia-Romagna,IT-45,3/16/20,-73,-31,-60,-70,-50,26
IT,Italy,Emilia-Romagna,IT-45,3/17/20,-76,-36,-62,-72,-55,29
IT,Italy,Emilia-Romagna,IT-45,3/18/20,-77,-38,-67,-73,-56,30
IT,Italy,Emilia-Romagna,IT-45,3/19/20,-78,-39,-73,-75,-57,31
IT,Italy,Emilia-Romagna,IT-45,3/20/20,-79,-33,-77,-76,-58,33
IT,Italy,Emilia-Romagna,IT-45,3/21/20,-86,-46,-86,-80,-62,28
IT,Italy,Emilia-Romagna,IT-45,3/22/20,-96,-94,-91,-88,-64,24
IT,Italy,Emilia-Romagna,IT-45,3/23/20,-79,-39,-78,-78,-64,32
IT,Italy,Emilia-Romagna,IT-45,3/24/20,-80,-43,-79,-77,-66,34
IT,Italy,Emilia-Romagna,IT-45,3/25/20,-83,-46,-82,-80,-68,35
IT,Italy,Emilia-Romagna,IT-45,3/26/20,-85,-51,-85,-82,-71,37
IT,Italy,Emilia-Romagna,IT-45,3/27/20,-83,-40,-83,-81,-70,38
IT,Italy,Emilia-Romagna,IT-45,3/28/20,-88,-50,-86,-82,-66,29
IT,Italy,Emilia-Romagna,IT-45,3/29/20,-96,-94,-88,-88,-65,24
IT,Italy,Emilia-Romagna,IT-45,3/30/20,-81,-42,-77,-78,-67,33
IT,Italy,Emilia-Romagna,IT-45,3/31/20,-90,-37,-77,-76,-69,35
IT,Italy,Emilia-Romagna,IT-45,4/1/20,-90,-35,-75,-76,-68,35
IT,Italy,Emilia-Romagna,IT-45,4/2/20,-90,-35,-75,-76,-68,35
IT,Italy,Emilia-Romagna,IT-45,4/3/20,-85,-29,-78,-78,-67,36
IT,Italy,Emilia-Romagna,IT-45,4/4/20,-90,-42,-85,-81,-64,28
IT,Italy,Emilia-Romagna,IT-45,4/5/20,-96,-93,-88,-87,-63,24
IT,Italy,Emilia-Romagna,IT-45,4/6/20,-82,-32,-74,-76,-63,31
IT,Italy,Emilia-Romagna,IT-45,4/7/20,-81,-33,-73,-75,-64,33
IT,Italy,Emilia-Romagna,IT-45,4/8/20,-81,-31,-74,-75,-64,33
IT,Italy,Emilia-Romagna,IT-45,4/9/20,-81,-28,-74,-75,-64,33
IT,Italy,Emilia-Romagna,IT-45,4/10/20,-80,-20,-77,-76,-65,35
IT,Italy,Emilia-Romagna,IT-45,4/11/20,-87,-38,-84,-79,-63,27
IT,Italy,Emilia-Romagna,IT-45,4/12/20,-96,-95,-89,-89,-66,24
IT,Italy,Emilia-Romagna,IT-45,4/13/20,-96,-96,-84,-90,-91,43
IT,Italy,Emilia-Romagna,IT-45,4/14/20,-80,-33,-74,-74,-61,31
IT,Italy,Emilia-Romagna,IT-45,4/15/20,-80,-31,-73,-73,-60,31
IT,Italy,Emilia-Romagna,IT-45,4/16/20,-78,-33,-73,-74,-59,32
IT,Italy,Emilia-Romagna,IT-45,4/17/20,-78,-29,-75,-75,-59,33
IT,Italy,Emilia-Romagna,IT-45,4/18/20,-85,-43,-83,-78,-58,27
IT,Italy,Emilia-Romagna,IT-45,4/19/20,-94,-84,-87,-86,-57,23
IT,Italy,Emilia-Romagna,IT-45,4/20/20,-78,-46,-79,-77,-57,29
IT,Italy,Emilia-Romagna,IT-45,4/21/20,-78,-41,-76,-74,-58,31
IT,Italy,Emilia-Romagna,IT-45,4/22/20,-77,-39,-72,-73,-56,30
IT,Italy,Emilia-Romagna,IT-45,4/23/20,-77,-37,-70,-72,-57,30
IT,Italy,Emilia-Romagna,IT-45,4/24/20,-75,-23,-71,-72,-57,31
IT,Italy,Emilia-Romagna,IT-45,4/25/20,-95,-94,-84,-85,-75,30
IT,Italy,Emilia-Romagna,IT-45,4/26/20,-91,-57,-83,-83,-51,22
IT,Italy,Emilia-Romagna,IT-45,4/27/20,-71,-31,-66,-69,-52,26
IT,Italy,Emilia-Romagna,IT-45,4/28/20,-75,-36,-70,-71,-54,27
IT,Italy,Emilia-Romagna,IT-45,4/29/20,-74,-33,-67,-70,-53,28
IT,Italy,Emilia-Romagna,IT-45,4/30/20,-71,-21,-67,-69,-53,27
IT,Italy,Emilia-Romagna,IT-45,5/1/20,-94,-94,-79,-87,-88,45
IT,Italy,Emilia-Romagna,IT-45,5/2/20,-79,-32,-76,-73,-53,25
IT,Italy,Emilia-Romagna,IT-45,5/3/20,-90,-66,-80,-81,-46,22
IT,Italy,Emilia-Romagna,IT-45,5/4/20,-57,-25,-13,-53,-40,18
IT,Italy,Emilia-Romagna,IT-45,5/5/20,-60,-26,-19,-54,-42,20
IT,Italy,Emilia-Romagna,IT-45,5/6/20,-61,-26,-31,-56,-42,21
IT,Italy,Emilia-Romagna,IT-45,5/7/20,-59,-27,-13,-54,-41,20
IT,Italy,Emilia-Romagna,IT-45,5/8/20,-60,-20,-24,-57,-41,21
IT,Italy,Emilia-Romagna,IT-45,5/9/20,-63,-25,-25,-53,-41,16
IT,Italy,Emilia-Romagna,IT-45,5/10/20,-73,-53,-22,-58,-28,13
IT,Italy,Emilia-Romagna,IT-45,5/11/20,-56,-28,-34,-57,-37,18
IT,Italy,Emilia-Romagna,IT-45,5/12/20,-55,-23,-13,-53,-38,19
IT,Italy,Emilia-Romagna,IT-45,5/13/20,-57,-24,-23,-54,-38,19
IT,Italy,Emilia-Romagna,IT-45,5/14/20,-56,-24,-21,-54,-38,18
IT,Italy,Emilia-Romagna,IT-45,5/15/20,-56,-19,-22,-55,-38,19
IT,Italy,Emilia-Romagna,IT-45,5/16/20,-61,-23,-38,-54,-36,16
IT,Italy,Emilia-Romagna,IT-45,5/17/20,-67,-45,-1,-54,-20,12
IT,Italy,Emilia-Romagna,IT-45,5/18/20,-36,-19,1,-46,-31,13
IT,Italy,Emilia-Romagna,IT-45,5/19/20,-41,-18,-21,-49,-33,16
IT,Italy,Emilia-Romagna,IT-45,5/20/20,-38,-16,-7,-47,-33,15
IT,Italy,Emilia-Romagna,IT-45,5/21/20,-35,-16,23,-43,-33,14
IT,Italy,Emilia-Romagna,IT-45,5/22/20,-36,-11,15,-45,-32,14
IT,Italy,Emilia-Romagna,IT-45,5/23/20,-36,-14,23,-36,-25,8
IT,Italy,Emilia-Romagna,IT-45,5/24/20,-43,-29,24,-43,-8,6
IT,Italy,Emilia-Romagna,IT-45,5/25/20,-30,-17,23,-42,-29,11
IT,Italy,Emilia-Romagna,IT-45,5/26/20,-31,-14,25,-42,-30,12
IT,Italy,Emilia-Romagna,IT-45,5/27/20,-31,-13,27,-41,-30,12
IT,Italy,Emilia-Romagna,IT-45,5/28/20,-31,-14,23,-42,-30,12
IT,Italy,Emilia-Romagna,IT-45,5/29/20,-34,-11,-9,-47,-31,14
IT,Italy,Emilia-Romagna,IT-45,5/30/20,-31,-10,30,-32,-21,6
IT,Italy,Emilia-Romagna,IT-45,5/31/20,-36,-23,37,-39,0,4
IT,Italy,Emilia-Romagna,IT-45,6/1/20,-14,3,88,-36,-44,11
IT,Italy,Emilia-Romagna,IT-45,6/2/20,-34,-50,139,-44,-76,18
IT,Italy,Emilia-Romagna,IT-45,6/3/20,-27,-7,21,-34,-28,9
IT,Italy,Emilia-Romagna,IT-45,6/4/20,-33,-12,-29,-44,-30,13
IT,Italy,Emilia-Romagna,IT-45,6/5/20,-22,-7,28,-36,-28,10
IT,Italy,Emilia-Romagna,IT-45,6/6/20,-22,-11,49,-24,-19,2
IT,Italy,Emilia-Romagna,IT-45,6/7/20,-30,-20,24,-34,0,2
IT,Italy,Emilia-Romagna,IT-45,6/8/20,-24,-14,-2,-38,-26,9
IT,Italy,Emilia-Romagna,IT-45,6/9/20,-23,-12,7,-37,-27,10
IT,Italy,Emilia-Romagna,IT-45,6/10/20,-21,-10,13,-36,-27,9
IT,Italy,Emilia-Romagna,IT-45,6/11/20,-20,-10,11,-37,-27,9
IT,Italy,Emilia-Romagna,IT-45,6/12/20,-16,-7,51,-32,-27,6
IT,Italy,Emilia-Romagna,IT-45,6/13/20,-23,-12,27,-27,-16,2
IT,Italy,Emilia-Romagna,IT-45,6/14/20,-22,-15,44,-27,7,0
IT,Italy,Emilia-Romagna,IT-45,6/15/20,-18,-12,16,-34,-24,7
IT,Italy,Emilia-Romagna,IT-45,6/16/20,-13,-8,49,-31,-24,7
IT,Italy,Emilia-Romagna,IT-45,6/17/20,-16,-9,31,-33,-25,7
IT,Italy,Emilia-Romagna,IT-45,6/18/20,-13,-11,55,-29,-25,6
IT,Italy,Emilia-Romagna,IT-45,6/19/20,-14,-8,52,-29,-26,5
IT,Italy,Emilia-Romagna,IT-45,6/20/20,-16,-12,58,-16,-14,-2
IT,Italy,Emilia-Romagna,IT-45,6/21/20,-22,-20,54,-16,10,-5
IT,Italy,Emilia-Romagna,IT-45,6/22/20,-12,-11,59,-27,-24,4
IT,Italy,Emilia-Romagna,IT-45,6/23/20,-10,-9,68,-27,-25,5
IT,Italy,Emilia-Romagna,IT-45,6/24/20,-11,-9,68,-26,-25,5
IT,Italy,Emilia-Romagna,IT-45,6/25/20,-11,-8,60,-27,-24,5
IT,Italy,Emilia-Romagna,IT-45,6/26/20,-12,-8,62,-24,-26,4
IT,Italy,Emilia-Romagna,IT-45,6/27/20,-17,-12,57,-13,-16,-3
IT,Italy,Emilia-Romagna,IT-45,6/28/20,-23,-20,48,-13,14,-6
IT,Italy,Emilia-Romagna,IT-45,6/29/20,-10,-9,58,-24,-22,3
IT,Italy,Emilia-Romagna,IT-45,6/30/20,-9,-8,62,-27,-23,4
IT,Italy,Emilia-Romagna,IT-45,7/1/20,-10,-8,51,-26,-23,3
IT,Italy,Emilia-Romagna,IT-45,7/2/20,-9,-9,57,-26,-23,3
IT,Italy,Emilia-Romagna,IT-45,7/3/20,-14,-8,31,-28,-25,5
IT,Italy,Emilia-Romagna,IT-45,7/4/20,-13,-10,53,-13,-15,-2
IT,Italy,Emilia-Romagna,IT-45,7/5/20,-20,-18,48,-13,10,-7
IT,Italy,Emilia-Romagna,IT-45,7/6/20,-9,-10,65,-23,-23,2
IT,Italy,Emilia-Romagna,IT-45,7/7/20,-6,-5,67,-26,-25,4
IT,Italy,Emilia-Romagna,IT-45,7/8/20,-9,-11,67,-25,-22,2
IT,Italy,Emilia-Romagna,IT-45,7/9/20,-9,-10,65,-25,-23,2
IT,Italy,Emilia-Romagna,IT-45,7/10/20,-10,-8,64,-23,-25,2
IT,Italy,Emilia-Romagna,IT-45,7/11/20,-19,-14,27,-15,-14,-2
IT,Italy,Emilia-Romagna,IT-45,7/12/20,-14,-11,55,-10,13,-6
IT,Italy,Emilia-Romagna,IT-45,7/13/20,-6,-8,73,-21,-22,1
IT,Italy,Emilia-Romagna,IT-45,7/14/20,-5,-8,80,-24,-24,2
IT,Italy,Emilia-Romagna,IT-45,7/15/20,-6,-8,64,-26,-22,2
IT,Italy,Emilia-Romagna,IT-45,7/16/20,-5,-10,71,-24,-23,2
IT,Italy,Emilia-Romagna,IT-45,7/17/20,-6,-5,57,-23,-25,3
IT,Italy,Emilia-Romagna,IT-45,7/18/20,-11,-12,60,-6,-13,-4
IT,Italy,Emilia-Romagna,IT-45,7/19/20,-15,-16,57,-6,16,-8
IT,Italy,Emilia-Romagna,IT-45,7/20/20,-5,-10,77,-21,-23,1
IT,Italy,Emilia-Romagna,IT-45,7/21/20,-5,-9,80,-25,-24,2
IT,Italy,Lazio,IT-62,2/15/20,4,-1,43,9,1,-2
IT,Italy,Lazio,IT-62,2/16/20,6,1,37,8,1,-3
IT,Italy,Lazio,IT-62,2/17/20,1,1,13,3,2,-1
IT,Italy,Lazio,IT-62,2/18/20,2,0,11,2,1,0
IT,Italy,Lazio,IT-62,2/19/20,-2,-3,-2,0,1,0
IT,Italy,Lazio,IT-62,2/20/20,2,1,21,5,1,-1
IT,Italy,Lazio,IT-62,2/21/20,1,0,21,6,1,-1
IT,Italy,Lazio,IT-62,2/22/20,4,2,40,11,2,-2
IT,Italy,Lazio,IT-62,2/23/20,1,8,28,9,2,-2
IT,Italy,Lazio,IT-62,2/24/20,2,18,17,-3,-3,1
IT,Italy,Lazio,IT-62,2/25/20,1,7,12,-7,-3,1
