country_region_code,country_region,sub_region_1,iso_3166_2_code,date,retail,grocery,parks,transit,work,home
IT,Italy,Piedmont,IT-21,2/23/20,-8,15,17,3,1,0
IT,Italy,Piedmont,IT-21,2/24/20,-6,23,31,-21,-21,5
IT,Italy,Piedmont,IT-21,2/25/20,-10,3,3,-26,-21,7
IT,Italy,Piedmont,IT-21,2/26/20,-14,-7,-12,-29,-19,8
IT,Italy,Piedmont,IT-21,2/27/20,-9,-4,-2,-26,-18,7
IT,Italy,Piedmont,IT-21,2/28/20,-8,-3,24,-22,-17,7
IT,Italy,Piedmont,IT-21,2/29/20,-12,-1,-8,-18,-7,5
IT,Italy,Piedmont,IT-21,3/1/20,-11,-2,3,-14,-3,3
IT,Italy,Piedmont,IT-21,3/2/20,-15,-10,-38,-29,-15,7
IT,Italy,Piedmont,IT-21,3/3/20,-2,1,21,-20,-14,5
IT,Italy,Piedmont,IT-21,3/4/20,-4,1,25,-21,-13,5
IT,Italy,Piedmont,IT-21,3/5/20,-14,-3,-23,-27,-15,7
IT,Italy,Piedmont,IT-21,3/6/20,-13,0,4,-25,-15,8
IT,Italy,Piedmont,IT-21,3/7/20,-15,2,26,-17,-8,5
IT,Italy,Piedmont,IT-21,3/8/20,-34,5,-2,-25,-8,6
IT,Italy,Piedmont,IT-21,3/9/20,-31,-2,-19,-42,-24,12
IT,Italy,Piedmont,IT-21,3/10/20,-43,-7,-21,-51,-30,16
IT,Italy,Piedmont,IT-21,3/11/20,-50,-14,-19,-56,-35,19
IT,Italy,Piedmont,IT-21,3/12/20,-69,-23,-57,-66,-44,24
IT,Italy,Piedmont,IT-21,3/13/20,-73,-26,-51,-69,-50,28
IT,Italy,Piedmont,IT-21,3/14/20,-84,-44,-77,-75,-55,26
IT,Italy,Piedmont,IT-21,3/15/20,-90,-61,-78,-80,-52,22
IT,Italy,Piedmont,IT-21,3/16/20,-73,-35,-58,-73,-56,27
IT,Italy,Piedmont,IT-21,3/17/20,-75,-38,-56,-73,-59,29
IT,Italy,Piedmont,IT-21,3/18/20,-77,-42,-61,-75,-60,30
IT,Italy,Piedmont,IT-21,3/19/20,-77,-41,-65,-76,-61,31
IT,Italy,Piedmont,IT-21,3/20/20,-79,-37,-71,-76,-62,33
IT,Italy,Piedmont,IT-21,3/21/20,-86,-51,-82,-79,-59,26
IT,Italy,Piedmont,IT-21,3/22/20,-94,-82,-91,-86,-59,24
IT,Italy,Piedmont,IT-21,3/23/20,-80,-45,-79,-81,-69,33
IT,Italy,Piedmont,IT-21,3/24/20,-81,-46,-77,-80,-70,34
IT,Italy,Piedmont,IT-21,3/25/20,-82,-49,-80,-81,-70,35
IT,Italy,Piedmont,IT-21,3/26/20,-83,-49,-80,-82,-73,36
IT,Italy,Piedmont,IT-21,3/27/20,-83,-45,-80,-81,-72,38
IT,Italy,Piedmont,IT-21,3/28/20,-87,-54,-83,-80,-62,27
IT,Italy,Piedmont,IT-21,3/29/20,-94,-82,-89,-85,-59,23
IT,Italy,Piedmont,IT-21,3/30/20,-82,-47,-79,-80,-71,34
IT,Italy,Piedmont,IT-21,3/31/20,-90,-42,-77,-79,-71,34
IT,Italy,Piedmont,IT-21,4/1/20,-90,-40,-75,-78,-70,34
IT,Italy,Piedmont,IT-21,4/2/20,-89,-39,-73,-78,-70,35
IT,Italy,Piedmont,IT-21,4/3/20,-85,-36,-74,-78,-70,37
IT,Italy,Piedmont,IT-21,4/4/20,-89,-49,-82,-78,-61,27
IT,Italy,Piedmont,IT-21,4/5/20,-95,-80,-88,-85,-59,23
IT,Italy,Piedmont,IT-21,4/6/20,-82,-38,-73,-77,-67,32
IT,Italy,Piedmont,IT-21,4/7/20,-81,-36,-72,-77,-68,33
IT,Italy,Piedmont,IT-21,4/8/20,-81,-36,-73,-77,-67,33
IT,Italy,Piedmont,IT-21,4/9/20,-80,-31,-72,-77,-67,33
IT,Italy,Piedmont,IT-21,4/10/20,-80,-25,-72,-76,-68,35
IT,Italy,Piedmont,IT-21,4/11/20,-85,-42,-81,-76,-59,26
IT,Italy,Piedmont,IT-21,4/12/20,-96,-90,-90,-86,-61,24
IT,Italy,Piedmont,IT-21,4/13/20,-96,-95,-83,-90,-91,41
IT,Italy,Piedmont,IT-21,4/14/20,-80,-37,-73,-76,-65,31
IT,Italy,Piedmont,IT-21,4/15/20,-80,-37,-73,-76,-64,32
IT,Italy,Piedmont,IT-21,4/16/20,-79,-35,-72,-75,-64,32
IT,Italy,Piedmont,IT-21,4/17/20,-79,-33,-71,-75,-64,34
IT,Italy,Piedmont,IT-21,4/18/20,-85,-51,-80,-76,-55,26
IT,Italy,Piedmont,IT-21,4/19/20,-95,-81,-89,-85,-55,23
IT,Italy,Piedmont,IT-21,4/20/20,-81,-53,-81,-80,-63,31
IT,Italy,Piedmont,IT-21,4/21/20,-80,-48,-78,-78,-63,32
IT,Italy,Piedmont,IT-21,4/22/20,-78,-43,-70,-74,-61,30
IT,Italy,Piedmont,IT-21,4/23/20,-77,-39,-69,-74,-61,31
IT,Italy,Piedmont,IT-21,4/24/20,-76,-29,-65,-72,-60,32
IT,Italy,Piedmont,IT-21,4/25/20,-95,-95,-84,-84,-72,29
IT,Italy,Piedmont,IT-21,4/26/20,-92,-65,-87,-81,-50,22
IT,Italy,Piedmont,IT-21,4/27/20,-74,-38,-72,-74,-59,28
IT,Italy,Piedmont,IT-21,4/28/20,-78,-44,-75,-76,-60,29
IT,Italy,Piedmont,IT-21,4/29/20,-75,-36,-65,-71,-58,28
IT,Italy,Piedmont,IT-21,4/30/20,-72,-26,-68,-71,-58,28
IT,Italy,Piedmont,IT-21,5/1/20,-95,-94,-79,-88,-88,44
IT,Italy,Piedmont,IT-21,5/2/20,-80,-40,-73,-71,-50,24
IT,Italy,Piedmont,IT-21,5/3/20,-91,-69,-79,-77,-44,21
IT,Italy,Piedmont,IT-21,5/4/20,-61,-28,-15,-58,-46,19
IT,Italy,Piedmont,IT-21,5/5/20,-62,-29,-17,-58,-47,21
IT,Italy,Piedmont,IT-21,5/6/20,-63,-30,-19,-58,-46,21
IT,Italy,Piedmont,IT-21,5/7/20,-62,-29,-14,-58,-46,21
IT,Italy,Piedmont,IT-21,5/8/20,-63,-26,-19,-58,-46,23
IT,Italy,Piedmont,IT-21,5/9/20,-67,-34,-24,-52,-36,16
IT,Italy,Piedmont,IT-21,5/10/20,-79,-59,-52,-62,-27,15
IT,Italy,Piedmont,IT-21,5/11/20,-62,-36,-47,-62,-45,21
IT,Italy,Piedmont,IT-21,5/12/20,-58,-27,-19,-55,-43,20
IT,Italy,Piedmont,IT-21,5/13/20,-65,-36,-62,-65,-44,22
IT,Italy,Piedmont,IT-21,5/14/20,-58,-25,-16,-55,-43,19
IT,Italy,Piedmont,IT-21,5/15/20,-60,-25,-26,-57,-43,22
IT,Italy,Piedmont,IT-21,5/16/20,-66,-33,-53,-57,-32,17
IT,Italy,Piedmont,IT-21,5/17/20,-72,-54,-23,-53,-21,13
IT,Italy,Piedmont,IT-21,5/18/20,-42,-22,16,-46,-38,15
IT,Italy,Piedmont,IT-21,5/19/20,-45,-18,-1,-48,-39,16
IT,Italy,Piedmont,IT-21,5/20/20,-43,-18,28,-46,-38,15
IT,Italy,Piedmont,IT-21,5/21/20,-43,-15,19,-45,-38,16
IT,Italy,Piedmont,IT-21,5/22/20,-46,-14,21,-45,-37,17
IT,Italy,Piedmont,IT-21,5/23/20,-44,-20,-2,-36,-19,9
IT,Italy,Piedmont,IT-21,5/24/20,-45,-36,30,-29,-7,5
IT,Italy,Piedmont,IT-21,5/25/20,-34,-19,28,-43,-36,13
IT,Italy,Piedmont,IT-21,5/26/20,-34,-15,28,-43,-35,13
IT,Italy,Piedmont,IT-21,5/27/20,-34,-14,26,-43,-34,13
IT,Italy,Piedmont,IT-21,5/28/20,-34,-14,25,-42,-35,13
IT,Italy,Piedmont,IT-21,5/29/20,-36,-11,16,-42,-35,15
IT,Italy,Piedmont,IT-21,5/30/20,-36,-16,25,-27,-14,6
IT,Italy,Piedmont,IT-21,5/31/20,-40,-30,22,-27,-1,5
IT,Italy,Piedmont,IT-21,6/1/20,-16,2,74,-35,-49,12
IT,Italy,Piedmont,IT-21,6/2/20,-35,-41,129,-48,-75,18
IT,Italy,Piedmont,IT-21,6/3/20,-34,-13,-7,-40,-33,12
IT,Italy,Piedmont,IT-21,6/4/20,-35,-12,-36,-44,-35,14
IT,Italy,Piedmont,IT-21,6/5/20,-26,-10,42,-34,-32,11
IT,Italy,Piedmont,IT-21,6/6/20,-27,-15,29,-23,-12,4
IT,Italy,Piedmont,IT-21,6/7/20,-39,-29,-29,-38,-4,6
IT,Italy,Piedmont,IT-21,6/8/20,-32,-22,-25,-44,-33,12
IT,Italy,Piedmont,IT-21,6/9/20,-29,-17,-19,-43,-33,12
IT,Italy,Piedmont,IT-21,6/10/20,-23,-12,10,-38,-31,10
IT,Italy,Piedmont,IT-21,6/11/20,-25,-14,-22,-43,-32,12
IT,Italy,Piedmont,IT-21,6/12/20,-26,-12,-2,-40,-32,11
IT,Italy,Piedmont,IT-21,6/13/20,-30,-17,-14,-32,-11,6
IT,Italy,Piedmont,IT-21,6/14/20,-20,-24,59,-12,6,-1
IT,Italy,Piedmont,IT-21,6/15/20,-19,-16,34,-34,-30,8
IT,Italy,Piedmont,IT-21,6/16/20,-21,-13,11,-37,-30,9
IT,Italy,Piedmont,IT-21,6/17/20,-22,-13,-2,-38,-30,10
IT,Italy,Piedmont,IT-21,6/18/20,-18,-11,17,-35,-30,9
IT,Italy,Piedmont,IT-21,6/19/20,-16,-8,60,-29,-30,7
IT,Italy,Piedmont,IT-21,6/20/20,-20,-13,55,-17,-7,0
IT,Italy,Piedmont,IT-21,6/21/20,-22,-26,56,-12,6,-4
IT,Italy,Piedmont,IT-21,6/22/20,-17,-14,47,-32,-31,6
IT,Italy,Piedmont,IT-21,6/23/20,-14,-9,57,-29,-30,6
IT,Italy,Piedmont,IT-21,6/24/20,-13,-13,62,-37,-35,7
IT,Italy,Piedmont,IT-21,6/25/20,-16,-9,37,-31,-29,7
IT,Italy,Piedmont,IT-21,6/26/20,-19,-9,46,-29,-30,7
IT,Italy,Piedmont,IT-21,6/27/20,-23,-16,25,-21,-9,1
IT,Italy,Piedmont,IT-21,6/28/20,-22,-24,44,-12,9,-4
IT,Italy,Piedmont,IT-21,6/29/20,-15,-12,45,-31,-29,5
IT,Italy,Piedmont,IT-21,6/30/20,-12,-8,48,-30,-28,6
IT,Italy,Piedmont,IT-21,7/1/20,-14,-8,18,-33,-27,6
IT,Italy,Piedmont,IT-21,7/2/20,-14,-9,35,-29,-28,6
IT,Italy,Piedmont,IT-21,7/3/20,-22,-13,10,-33,-29,7
IT,Italy,Piedmont,IT-21,7/4/20,-18,-12,52,-16,-8,-2
IT,Italy,Piedmont,IT-21,7/5/20,-21,-23,49,-12,6,-6
IT,Italy,Piedmont,IT-21,7/6/20,-15,-12,45,-30,-30,4
IT,Italy,Piedmont,IT-21,7/7/20,-11,-7,50,-29,-29,4
IT,Italy,Piedmont,IT-21,7/8/20,-13,-10,50,-30,-27,4
IT,Italy,Piedmont,IT-21,7/9/20,-13,-10,50,-28,-27,4
IT,Italy,Piedmont,IT-21,7/10/20,-18,-11,37,-29,-29,5
IT,Italy,Piedmont,IT-21,7/11/20,-20,-14,39,-18,-7,-1
IT,Italy,Piedmont,IT-21,7/12/20,-20,-21,41,-11,8,-5
IT,Italy,Piedmont,IT-21,7/13/20,-14,-11,44,-30,-29,4
IT,Italy,Piedmont,IT-21,7/14/20,-12,-10,49,-30,-28,4
IT,Italy,Piedmont,IT-21,7/15/20,-12,-10,32,-31,-26,5
IT,Italy,Piedmont,IT-21,7/16/20,-10,-10,52,-28,-27,3
IT,Italy,Piedmont,IT-21,7/17/20,-15,-11,52,-28,-28,4
IT,Italy,Piedmont,IT-21,7/18/20,-17,-14,46,-16,-7,-2
IT,Italy,Piedmont,IT-21,7/19/20,-20,-23,47,-9,10,-6
IT,Italy,Piedmont,IT-21,7/20/20,-14,-14,46,-30,-30,3
IT,Italy,Piedmont,IT-21,7/21/20,-12,-11,49,-30,-29,4
IT,Italy,Tuscany,IT-52,2/15/20,5,0,75,13,1,-2
IT,Italy,Tuscany,IT-52,2/16/20,4,2,30,11,1,-2
IT,Italy,Tuscany,IT-52,2/17/20,1,3,9,3,1,0
IT,Italy,Tuscany,IT-52,2/18/20,2,1,21,2,1,0
IT,Italy,Tuscany,IT-52,2/19/20,0,0,9,0,1,0
IT,Italy,Tuscany,IT-52,2/20/20,2,0,28,3,0,-1
IT,Italy,Tuscany,IT-52,2/21/20,2,1,28,6,0,-1
IT,Italy,Tuscany,IT-52,2/22/20,4,3,71,15,1,-2
IT,Italy,Tuscany,IT-52,2/23/20,1,11,20,9,0,0
IT,Italy,Tuscany,IT-52,2/24/20,3,25,20,0,0,0
IT,Italy,Tuscany,IT-52,2/25/20,0,12,32,-6,-1,1
IT,Italy,Tuscany,IT-52,2/26/20,-11,-5,-19,-15,-2,3
IT,Italy,Tuscany,IT-52,2/27/20,-10,-7,-17,-13,-1,3
IT,Italy,Tuscany,IT-52,2/28/20,-2,-1,21,-8,0,1
IT,Italy,Tuscany,IT-52,2/29/20,-5,-2,18,-7,1,1
IT,Italy,Tuscany,IT-52,3/1/20,-22,-11,-58,-30,-4,6
IT,Italy,Tuscany,IT-52,3/2/20,-11,-6,-34,-14,0,3
IT,Italy,Tuscany,IT-52,3/3/20,-7,-3,-18,-14,0,2
IT,Italy,Tuscany,IT-52,3/4/20,-4,1,0,-11,0,1
IT,Italy,Tuscany,IT-52,3/5/20,-14,-1,-27,-26,-13,7
IT,Italy,Tuscany,IT-52,3/6/20,-13,1,-9,-26,-14,7
IT,Italy,Tuscany,IT-52,3/7/20,-18,2,14,-23,-14,6
IT,Italy,Tuscany,IT-52,3/8/20,-23,-3,13,-21,-8,5
IT,Italy,Tuscany,IT-52,3/9/20,-28,-1,-34,-38,-19,10
IT,Italy,Tuscany,IT-52,3/10/20,-42,-4,-26,-45,-27,15
IT,Italy,Tuscany,IT-52,3/11/20,-51,-17,-31,-52,-34,18
IT,Italy,Tuscany,IT-52,3/12/20,-70,-24,-68,-64,-44,25
IT,Italy,Tuscany,IT-52,3/13/20,-74,-28,-65,-66,-50,28
IT,Italy,Tuscany,IT-52,3/14/20,-84,-45,-74,-72,-57,25
IT,Italy,Tuscany,IT-52,3/15/20,-90,-64,-82,-78,-54,23
IT,Italy,Tuscany,IT-52,3/16/20,-73,-37,-69,-69,-53,26
IT,Italy,Tuscany,IT-52,3/17/20,-76,-42,-69,-71,-57,28
IT,Italy,Tuscany,IT-52,3/18/20,-77,-44,-74,-72,-57,29
IT,Italy,Tuscany,IT-52,3/19/20,-78,-44,-75,-74,-59,31
IT,Italy,Tuscany,IT-52,3/20/20,-79,-42,-76,-74,-59,32
IT,Italy,Tuscany,IT-52,3/21/20,-86,-53,-84,-78,-61,27
IT,Italy,Tuscany,IT-52,3/22/20,-94,-84,-92,-85,-61,25
IT,Italy,Tuscany,IT-52,3/23/20,-78,-46,-82,-77,-65,32
IT,Italy,Tuscany,IT-52,3/24/20,-80,-48,-81,-77,-66,33
IT,Italy,Tuscany,IT-52,3/25/20,-82,-52,-84,-79,-68,34
IT,Italy,Tuscany,IT-52,3/26/20,-84,-53,-86,-81,-71,37
IT,Italy,Tuscany,IT-52,3/27/20,-82,-48,-83,-80,-70,37
IT,Italy,Tuscany,IT-52,3/28/20,-87,-55,-84,-79,-65,28
IT,Italy,Tuscany,IT-52,3/29/20,-94,-84,-91,-85,-62,25
IT,Italy,Tuscany,IT-52,3/30/20,-79,-47,-79,-77,-67,32
IT,Italy,Tuscany,IT-52,3/31/20,-90,-44,-79,-76,-69,34
IT,Italy,Tuscany,IT-52,4/1/20,-90,-41,-79,-74,-68,34
IT,Italy,Tuscany,IT-52,4/2/20,-89,-41,-78,-74,-68,35
IT,Italy,Tuscany,IT-52,4/3/20,-84,-40,-78,-76,-68,35
IT,Italy,Tuscany,IT-52,4/4/20,-89,-49,-84,-77,-63,28
IT,Italy,Tuscany,IT-52,4/5/20,-95,-81,-90,-84,-61,25
IT,Italy,Tuscany,IT-52,4/6/20,-81,-39,-78,-74,-65,31
IT,Italy,Tuscany,IT-52,4/7/20,-81,-40,-76,-74,-66,32
IT,Italy,Tuscany,IT-52,4/8/20,-81,-39,-78,-74,-65,32
IT,Italy,Tuscany,IT-52,4/9/20,-80,-33,-78,-73,-66,33
IT,Italy,Tuscany,IT-52,4/10/20,-80,-29,-76,-73,-66,34
IT,Italy,Tuscany,IT-52,4/11/20,-85,-44,-82,-75,-62,27
IT,Italy,Tuscany,IT-52,4/12/20,-96,-95,-92,-87,-66,26
IT,Italy,Tuscany,IT-52,4/13/20,-96,-95,-88,-89,-91,41
IT,Italy,Tuscany,IT-52,4/14/20,-79,-39,-76,-73,-64,31
IT,Italy,Tuscany,IT-52,4/15/20,-79,-39,-77,-72,-63,32
IT,Italy,Tuscany,IT-52,4/16/20,-78,-39,-76,-72,-63,32
IT,Italy,Tuscany,IT-52,4/17/20,-78,-37,-75,-72,-62,33
IT,Italy,Tuscany,IT-52,4/18/20,-84,-50,-81,-74,-57,26
IT,Italy,Tuscany,IT-52,4/19/20,-93,-81,-90,-83,-56,24
IT,Italy,Tuscany,IT-52,4/20/20,-78,-45,-82,-76,-61,30
IT,Italy,Tuscany,IT-52,4/21/20,-79,-42,-79,-74,-61,31
IT,Italy,Tuscany,IT-52,4/22/20,-78,-41,-79,-73,-60,31
IT,Italy,Tuscany,IT-52,4/23/20,-77,-37,-73,-70,-59,31
IT,Italy,Tuscany,IT-52,4/24/20,-74,-27,-71,-69,-59,30
IT,Italy,Tuscany,IT-52,4/25/20,-94,-94,-83,-81,-74,30
IT,Italy,Tuscany,IT-52,4/26/20,-90,-61,-86,-78,-48,22
IT,Italy,Tuscany,IT-52,4/27/20,-70,-31,-70,-68,-55,27
IT,Italy,Tuscany,IT-52,4/28/20,-76,-39,-76,-71,-58,28
IT,Italy,Tuscany,IT-52,4/29/20,-74,-35,-74,-69,-56,29
IT,Italy,Tuscany,IT-52,4/30/20,-70,-25,-70,-67,-55,28
IT,Italy,Tuscany,IT-52,5/1/20,-91,-91,-57,-80,-87,41
IT,Italy,Tuscany,IT-52,5/2/20,-75,-36,-54,-63,-51,23
IT,Italy,Tuscany,IT-52,5/3/20,-83,-62,-57,-65,-41,20
IT,Italy,Tuscany,IT-52,5/4/20,-57,-25,-29,-52,-43,18
IT,Italy,Tuscany,IT-52,5/5/20,-60,-27,-32,-53,-44,20
IT,Italy,Tuscany,IT-52,5/6/20,-61,-28,-34,-53,-43,20
IT,Italy,Tuscany,IT-52,5/7/20,-60,-27,-26,-53,-43,21
IT,Italy,Tuscany,IT-52,5/8/20,-60,-27,-23,-53,-43,21
IT,Italy,Tuscany,IT-52,5/9/20,-65,-32,-22,-47,-40,16
IT,Italy,Tuscany,IT-52,5/10/20,-72,-53,-40,-53,-28,14
IT,Italy,Tuscany,IT-52,5/11/20,-57,-29,-49,-57,-40,19
IT,Italy,Tuscany,IT-52,5/12/20,-57,-27,-31,-53,-40,20
IT,Italy,Tuscany,IT-52,5/13/20,-58,-28,-36,-52,-39,19
IT,Italy,Tuscany,IT-52,5/14/20,-57,-26,-26,-51,-39,18
IT,Italy,Tuscany,IT-52,5/15/20,-59,-24,-33,-54,-40,20
IT,Italy,Tuscany,IT-52,5/16/20,-63,-29,-30,-49,-35,16
IT,Italy,Tuscany,IT-52,5/17/20,-67,-49,-22,-49,-20,12
IT,Italy,Tuscany,IT-52,5/18/20,-41,-20,-30,-48,-34,15
IT,Italy,Tuscany,IT-52,5/19/20,-43,-21,-26,-48,-35,16
IT,Italy,Tuscany,IT-52,5/20/20,-40,-19,-18,-45,-34,16
IT,Italy,Tuscany,IT-52,5/21/20,-38,-18,7,-41,-34,14
IT,Italy,Tuscany,IT-52,5/22/20,-39,-17,18,-41,-34,14
IT,Italy,Tuscany,IT-52,5/23/20,-40,-20,39,-29,-25,7
IT,Italy,Tuscany,IT-52,5/24/20,-45,-34,5,-35,-11,5
IT,Italy,Tuscany,IT-52,5/25/20,-32,-17,6,-41,-32,12
IT,Italy,Tuscany,IT-52,5/26/20,-33,-17,21,-38,-31,12
IT,Italy,Tuscany,IT-52,5/27/20,-34,-15,9,-38,-31,12
IT,Italy,Tuscany,IT-52,5/28/20,-34,-14,10,-39,-31,12
IT,Italy,Tuscany,IT-52,5/29/20,-36,-13,-4,-42,-32,14
IT,Italy,Tuscany,IT-52,5/30/20,-36,-16,47,-25,-19,6
IT,Italy,Tuscany,IT-52,5/31/20,-39,-27,21,-30,-1,4
IT,Italy,Tuscany,IT-52,6/1/20,-16,2,69,-32,-43,10
IT,Italy,Tuscany,IT-52,6/2/20,-38,-50,139,-37,-74,15
IT,Italy,Tuscany,IT-52,6/3/20,-29,-10,9,-31,-28,9
IT,Italy,Tuscany,IT-52,6/4/20,-36,-14,-33,-40,-31,13
IT,Italy,Tuscany,IT-52,6/5/20,-27,-12,21,-33,-29,10
IT,Italy,Tuscany,IT-52,6/6/20,-26,-16,67,-18,-18,3
IT,Italy,Tuscany,IT-52,6/7/20,-33,-24,5,-28,1,3
IT,Italy,Tuscany,IT-52,6/8/20,-23,-14,9,-35,-28,10
IT,Italy,Tuscany,IT-52,6/9/20,-24,-15,23,-32,-28,9
IT,Italy,Tuscany,IT-52,6/10/20,-27,-17,-12,-37,-29,11
IT,Italy,Tuscany,IT-52,6/11/20,-21,-10,14,-32,-28,9
IT,Italy,Tuscany,IT-52,6/12/20,-20,-12,61,-27,-28,7
IT,Italy,Tuscany,IT-52,6/13/20,-27,-15,39,-23,-15,4
IT,Italy,Tuscany,IT-52,6/14/20,-26,-20,21,-26,5,2
IT,Italy,Tuscany,IT-52,6/15/20,-17,-12,36,-29,-26,6
IT,Italy,Tuscany,IT-52,6/16/20,-17,-12,52,-28,-26,7
IT,Italy,Tuscany,IT-52,6/17/20,-18,-11,34,-28,-27,8
IT,Italy,Tuscany,IT-52,6/18/20,-16,-11,52,-25,-26,6
IT,Italy,Tuscany,IT-52,6/19/20,-15,-9,81,-21,-26,5
IT,Italy,Tuscany,IT-52,6/20/20,-19,-14,117,-7,-12,-1
IT,Italy,Tuscany,IT-52,6/21/20,-22,-19,55,-11,9,-4
IT,Italy,Tuscany,IT-52,6/22/20,-12,-8,71,-24,-26,5
IT,Italy,Tuscany,IT-52,6/23/20,-12,-8,90,-21,-26,4
IT,Italy,Tuscany,IT-52,6/24/20,-13,-10,81,-23,-30,5
IT,Italy,Tuscany,IT-52,6/25/20,-13,-7,76,-21,-25,4
IT,Italy,Tuscany,IT-52,6/26/20,-13,-7,105,-17,-26,4
IT,Italy,Tuscany,IT-52,6/27/20,-18,-12,134,-3,-14,-3
IT,Italy,Tuscany,IT-52,6/28/20,-21,-17,65,-6,12,-6
IT,Italy,Tuscany,IT-52,6/29/20,-7,-4,90,-20,-24,3
IT,Italy,Tuscany,IT-52,6/30/20,-9,-8,90,-21,-23,3
IT,Italy,Tuscany,IT-52,7/1/20,-10,-6,73,-20,-24,3
IT,Italy,Tuscany,IT-52,7/2/20,-10,-7,79,-21,-24,4
IT,Italy,Tuscany,IT-52,7/3/20,-11,-6,95,-18,-25,3
IT,Italy,Tuscany,IT-52,7/4/20,-15,-12,129,-5,-13,-2
IT,Italy,Tuscany,IT-52,7/5/20,-19,-15,68,-9,11,-6
IT,Italy,Tuscany,IT-52,7/6/20,-6,-4,99,-20,-25,2
IT,Italy,Tuscany,IT-52,7/7/20,-6,-5,111,-19,-25,3
IT,Italy,Tuscany,IT-52,7/8/20,-9,-7,94,-20,-23,2
IT,Italy,Tuscany,IT-52,7/9/20,-9,-7,98,-19,-24,2
IT,Italy,Tuscany,IT-52,7/10/20,-10,-6,123,-16,-25,2
IT,Italy,Tuscany,IT-52,7/11/20,-16,-13,145,-3,-12,-4
IT,Italy,Tuscany,IT-52,7/12/20,-17,-13,74,-5,14,-6
IT,Italy,Tuscany,IT-52,7/13/20,-4,-2,110,-17,-24,2
IT,Italy,Tuscany,IT-52,7/14/20,-4,-5,128,-17,-24,2
IT,Italy,Tuscany,IT-52,7/15/20,-6,-6,93,-20,-23,3
IT,Italy,Tuscany,IT-52,7/16/20,-4,-6,108,-18,-23,2
IT,Italy,Tuscany,IT-52,7/17/20,-6,-4,124,-16,-24,2
IT,Italy,Tuscany,IT-52,7/18/20,-11,-10,152,1,-12,-3
IT,Italy,Tuscany,IT-52,7/19/20,-14,-12,83,-3,17,-7
IT,Italy,Tuscany,IT-52,7/20/20,-2,-2,125,-17,-24,1
IT,Italy,Tuscany,IT-52,7/21/20,-3,-6,144,-18,-24,1